ip_right_type,application_number,classification_system,classification,classification_importance,classification_inventiveness,classification_source,classifying_country_code,classification_date,classification_removal_date,classification_system_version,is_current
pbr,1991/089,genus_species,rosa hybrid,,,,au,,,,True
pbr,1991/089,genus,rosa,,,,au,,,,True
pbr,1991/090,upov,bromu_cat_ela,,,,au,,,,True
pbr,1991/090,genus_species,bromus stamineus,,,,au,,,,True
pbr,1991/090,genus,bromus,,,,au,,,,True
pbr,1991/091,upov,avena_sat,,,,au,,,,True
pbr,1991/091,genus_species,avena sativa,,,,au,,,,True
pbr,1991/091,genus,avena,,,,au,,,,True
pbr,1991/092,upov,linum_usi,,,,au,,,,True
pbr,1991/092,genus_species,linum usitatissimum,,,,au,,,,True
pbr,1991/092,genus,linum,,,,au,,,,True
pbr,1991/093,upov,linum_usi,,,,au,,,,True
pbr,1991/093,genus_species,linum usitatissimum,,,,au,,,,True
pbr,1991/093,genus,linum,,,,au,,,,True
pbr,1991/094,upov,cuprc,,,,au,,,,True
pbr,1991/094,genus_species,xcupressocyparis hybrid,,,,au,,,,True
pbr,1991/094,genus,xcupressocyparis,,,,au,,,,True
pbr,1991/095,upov,rhodd_pon,,,,au,,,,True
pbr,1991/095,genus_species,rhododendron azaleoides,,,,au,,,,True
pbr,1991/095,genus,rhododendron,,,,au,,,,True
pbr,1991/096,upov,vitis_vin,,,,au,,,,True
pbr,1991/096,genus_species,vitis vinifera,,,,au,,,,True
pbr,1991/096,genus,vitis,,,,au,,,,True
pbr,1991/097,upov,alnus_jor,,,,au,,,,True
pbr,1991/097,genus_species,alnus jorullensis,,,,au,,,,True
pbr,1991/097,genus,alnus,,,,au,,,,True
pbr,1991/098,upov,austd_ric,,,,au,,,,True
pbr,1991/098,genus_species,danthonia richardsonii,,,,au,,,,True
pbr,1991/098,genus,danthonia,,,,au,,,,True
pbr,1991/099,upov,danth_lin,,,,au,,,,True
pbr,1991/099,genus_species,danthonia linkii,,,,au,,,,True
pbr,1991/099,genus,danthonia,,,,au,,,,True
pbr,1991/100,upov,rosaa,,,,au,,,,True
pbr,1991/100,genus_species,rosa hybrid,,,,au,,,,True
pbr,1991/100,genus,rosa,,,,au,,,,True
pbr,1991/101,upov,trfol_sub,,,,au,,,,True
pbr,1991/101,genus_species,trifolium subterraneum,,,,au,,,,True
pbr,1991/101,genus,trifolium,,,,au,,,,True
pbr,1991/102,upov,trfol_sub,,,,au,,,,True
pbr,1991/102,genus_species,trifolium subterraneum,,,,au,,,,True
pbr,1991/102,genus,trifolium,,,,au,,,,True
pbr,1991/103,upov,simmo_chi,,,,au,,,,True
pbr,1991/103,genus_species,simmondsia chinensis,,,,au,,,,True
pbr,1991/103,genus,simmondsia,,,,au,,,,True
pbr,1991/104,upov,mande_san,,,,au,,,,True
pbr,1991/104,genus_species,mandevilla sanderi,,,,au,,,,True
pbr,1991/104,genus,mandevilla,,,,au,,,,True
pbr,1991/105,upov,chmlc_fun,,,,au,,,,True
pbr,1991/105,genus_species,chamelaucium floriferum x uncinatum,,,,au,,,,True
pbr,1991/105,genus,chamelaucium,,,,au,,,,True
pbr,1991/106,upov,hetrc_ros,,,,au,,,,True
pbr,1991/106,genus_species,heterocentron roseum,,,,au,,,,True
pbr,1991/106,genus,heterocentron,,,,au,,,,True
pbr,1991/107,upov,rosaa,,,,au,,,,True
pbr,1991/107,genus_species,rosa hybrid,,,,au,,,,True
pbr,1991/107,genus,rosa,,,,au,,,,True
pbr,1991/128,upov,lactu_sat,,,,au,,,,True
pbr,1991/128,genus_species,lactuca sativa,,,,au,,,,True
pbr,1991/128,genus,lactuca,,,,au,,,,True
pbr,1991/129,upov,solan_tub,,,,au,,,,True
pbr,1991/129,genus_species,solanum tuberosum,,,,au,,,,True
pbr,1991/129,genus,solanum,,,,au,,,,True
pbr,1991/130,upov,rosaa,,,,au,,,,True
pbr,1991/130,genus_species,rosa hybrid,,,,au,,,,True
pbr,1991/130,genus,rosa,,,,au,,,,True
pbr,1991/131,upov,rosaa,,,,au,,,,True
pbr,1991/131,genus_species,rosa hybrid,,,,au,,,,True
pbr,1991/131,genus,rosa,,,,au,,,,True
pbr,1992/001,upov,rosaa,,,,au,,,,True
pbr,1992/001,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/001,genus,rosa,,,,au,,,,True
pbr,1992/002,upov,rosaa,,,,au,,,,True
pbr,1992/002,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/002,genus,rosa,,,,au,,,,True
pbr,1992/003,upov,rosaa,,,,au,,,,True
pbr,1992/003,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/003,genus,rosa,,,,au,,,,True
pbr,1992/004,upov,rosaa,,,,au,,,,True
pbr,1992/004,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/004,genus,rosa,,,,au,,,,True
pbr,1992/005,upov,rosaa,,,,au,,,,True
pbr,1992/005,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/005,genus,rosa,,,,au,,,,True
pbr,1992/006,upov,spthp_wal,,,,au,,,,True
pbr,1992/006,genus_species,spathiphyllum wallisii,,,,au,,,,True
pbr,1992/006,genus,spathiphyllum,,,,au,,,,True
pbr,1992/007,upov,vicia_fab,,,,au,,,,True
pbr,1992/007,genus_species,vicia faba,,,,au,,,,True
pbr,1992/007,genus,vicia,,,,au,,,,True
pbr,1992/008,upov,syngo_pod,,,,au,,,,True
pbr,1992/008,genus_species,syngonium podophyllum,,,,au,,,,True
pbr,1992/008,genus,syngonium,,,,au,,,,True
pbr,1992/009,upov,brass_nap,,,,au,,,,True
pbr,1992/009,genus_species,brassica napus,,,,au,,,,True
pbr,1992/009,genus,brassica,,,,au,,,,True
pbr,1992/010,upov,brass_nap_nus,,,,au,,,,True
pbr,1992/010,genus_species,brassica napus var. oleifera,,,,au,,,,True
pbr,1992/010,genus,brassica,,,,au,,,,True
pbr,1992/011,upov,loliu_per,,,,au,,,,True
pbr,1992/011,genus_species,lolium perenne,,,,au,,,,True
pbr,1992/011,genus,lolium,,,,au,,,,True
pbr,1992/012,upov,rosaa,,,,au,,,,True
pbr,1992/012,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/012,genus,rosa,,,,au,,,,True
pbr,1992/013,upov,chmlc_unc,,,,au,,,,True
pbr,1992/013,genus_species,chamelaucium uncinatum,,,,au,,,,True
pbr,1992/013,genus,chamelaucium,,,,au,,,,True
pbr,1992/014,upov,chmlc_unc,,,,au,,,,True
pbr,1992/014,genus_species,chamelaucium uncinatum,,,,au,,,,True
pbr,1992/014,genus,chamelaucium,,,,au,,,,True
pbr,1992/015,upov,chmlc_unc,,,,au,,,,True
pbr,1992/015,genus_species,chamelaucium uncinatum,,,,au,,,,True
pbr,1992/015,genus,chamelaucium,,,,au,,,,True
pbr,1992/016,upov,chmlc_unc,,,,au,,,,True
pbr,1992/016,genus_species,chamelaucium uncinatum,,,,au,,,,True
pbr,1992/016,genus,chamelaucium,,,,au,,,,True
pbr,1992/017,upov,rosaa,,,,au,,,,True
pbr,1992/017,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/017,genus,rosa,,,,au,,,,True
pbr,1992/018,upov,rosaa,,,,au,,,,True
pbr,1992/018,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/018,genus,rosa,,,,au,,,,True
pbr,1992/019,upov,medic_tru,,,,au,,,,True
pbr,1992/019,genus_species,medicago truncatula,,,,au,,,,True
pbr,1992/019,genus,medicago,,,,au,,,,True
pbr,1992/020,upov,acaci_cog,,,,au,,,,True
pbr,1992/020,genus_species,acacia cognata,,,,au,,,,True
pbr,1992/020,genus,acacia,,,,au,,,,True
pbr,1992/021,upov,brchy_mul,,,,au,,,,True
pbr,1992/021,genus_species,brachyscome multifida,,,,au,,,,True
pbr,1992/021,genus,brachyscome,,,,au,,,,True
pbr,1992/022,upov,brchy_mul,,,,au,,,,True
pbr,1992/022,genus_species,brachyscome multifida,,,,au,,,,True
pbr,1992/022,genus,brachyscome,,,,au,,,,True
pbr,1992/023,upov,brchy_mul,,,,au,,,,True
pbr,1992/023,genus_species,brachyscome multifida,,,,au,,,,True
pbr,1992/023,genus,brachyscome,,,,au,,,,True
pbr,1992/024,upov,avena_sat,,,,au,,,,True
pbr,1992/024,genus_species,avena sativa,,,,au,,,,True
pbr,1992/024,genus,avena,,,,au,,,,True
pbr,1992/025,upov,glyci_max,,,,au,,,,True
pbr,1992/025,genus_species,glycine max,,,,au,,,,True
pbr,1992/025,genus,glycine,,,,au,,,,True
pbr,1992/026,upov,rosaa,,,,au,,,,True
pbr,1992/026,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/026,genus,rosa,,,,au,,,,True
pbr,1992/027,upov,rosaa,,,,au,,,,True
pbr,1992/027,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/027,genus,rosa,,,,au,,,,True
pbr,1992/028,upov,rosaa,,,,au,,,,True
pbr,1992/028,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/028,genus,rosa,,,,au,,,,True
pbr,1992/029,upov,crypt_sco,,,,au,,,,True
pbr,1992/029,genus_species,stenanthemum scortechinii,,,,au,,,,True
pbr,1992/029,genus,stenanthemum,,,,au,,,,True
pbr,1992/030,upov,lanta_mon,,,,au,,,,True
pbr,1992/030,genus_species,lantana sellowiana,,,,au,,,,True
pbr,1992/030,genus,lantana,,,,au,,,,True
pbr,1992/031,upov,lactu_sat,,,,au,,,,True
pbr,1992/031,genus_species,lactuca sativa,,,,au,,,,True
pbr,1992/031,genus,lactuca,,,,au,,,,True
pbr,1992/032,upov,impat_haw,,,,au,,,,True
pbr,1992/032,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/032,genus,impatiens,,,,au,,,,True
pbr,1992/033,upov,impat_haw,,,,au,,,,True
pbr,1992/033,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/033,genus,impatiens,,,,au,,,,True
pbr,1992/034,upov,impat_haw,,,,au,,,,True
pbr,1992/034,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/034,genus,impatiens,,,,au,,,,True
pbr,1992/035,upov,impat_haw,,,,au,,,,True
pbr,1992/035,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/035,genus,impatiens,,,,au,,,,True
pbr,1992/036,upov,impat_haw,,,,au,,,,True
pbr,1992/036,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/036,genus,impatiens,,,,au,,,,True
pbr,1992/037,upov,impat_haw,,,,au,,,,True
pbr,1992/037,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/037,genus,impatiens,,,,au,,,,True
pbr,1992/038,upov,impat_haw,,,,au,,,,True
pbr,1992/038,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/038,genus,impatiens,,,,au,,,,True
pbr,1992/039,upov,impat_haw,,,,au,,,,True
pbr,1992/039,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/039,genus,impatiens,,,,au,,,,True
pbr,1992/040,upov,impat_haw,,,,au,,,,True
pbr,1992/040,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/040,genus,impatiens,,,,au,,,,True
pbr,1992/041,upov,impat_haw,,,,au,,,,True
pbr,1992/041,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/041,genus,impatiens,,,,au,,,,True
pbr,1992/042,upov,impat_haw,,,,au,,,,True
pbr,1992/042,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/042,genus,impatiens,,,,au,,,,True
pbr,1992/043,upov,impat_haw,,,,au,,,,True
pbr,1992/043,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/043,genus,impatiens,,,,au,,,,True
pbr,1992/044,upov,impat_haw,,,,au,,,,True
pbr,1992/044,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/044,genus,impatiens,,,,au,,,,True
pbr,1992/045,upov,impat_haw,,,,au,,,,True
pbr,1992/045,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/045,genus,impatiens,,,,au,,,,True
pbr,1992/046,upov,impat_haw,,,,au,,,,True
pbr,1992/046,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/046,genus,impatiens,,,,au,,,,True
pbr,1992/047,upov,impat_haw,,,,au,,,,True
pbr,1992/047,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/047,genus,impatiens,,,,au,,,,True
pbr,1992/048,upov,impat_haw,,,,au,,,,True
pbr,1992/048,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/048,genus,impatiens,,,,au,,,,True
pbr,1992/049,upov,impat_haw,,,,au,,,,True
pbr,1992/049,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,1992/049,genus,impatiens,,,,au,,,,True
pbr,1992/050,upov,brchy_rmu,,,,au,,,,True
pbr,1992/050,genus_species,brachyscome rigidula x multifida,,,,au,,,,True
pbr,1992/050,genus,brachyscome,,,,au,,,,True
pbr,1992/051,upov,sanvi_pro,,,,au,,,,True
pbr,1992/051,genus_species,sanvitalia procumbens,,,,au,,,,True
pbr,1992/051,genus,sanvitalia,,,,au,,,,True
pbr,1992/052,upov,hydrn_mac,,,,au,,,,True
pbr,1992/052,genus_species,hydrangea macrophylla,,,,au,,,,True
pbr,1992/052,genus,hydrangea,,,,au,,,,True
pbr,1992/053,upov,hydrn,,,,au,,,,True
pbr,1992/053,genus_species,hydrangea sp,,,,au,,,,True
pbr,1992/053,genus,hydrangea,,,,au,,,,True
pbr,1992/054,upov,hydrn_mac,,,,au,,,,True
pbr,1992/054,genus_species,hydrangea macrophylla,,,,au,,,,True
pbr,1992/054,genus,hydrangea,,,,au,,,,True
pbr,1992/055,upov,argyr_fru,,,,au,,,,True
pbr,1992/055,genus_species,argyranthemum frutescens,,,,au,,,,True
pbr,1992/055,genus,argyranthemum,,,,au,,,,True
pbr,1992/056,upov,argyr_fru,,,,au,,,,True
pbr,1992/056,genus_species,argyranthemum frutescens,,,,au,,,,True
pbr,1992/056,genus,argyranthemum,,,,au,,,,True
pbr,1992/057,upov,limon,,,,au,,,,True
pbr,1992/057,genus_species,limonium hybrid,,,,au,,,,True
pbr,1992/057,genus,limonium,,,,au,,,,True
pbr,1992/058,upov,limon,,,,au,,,,True
pbr,1992/058,genus_species,limonium hybrid,,,,au,,,,True
pbr,1992/058,genus,limonium,,,,au,,,,True
pbr,1992/059,upov,limon,,,,au,,,,True
pbr,1992/059,genus_species,limonium hybrid,,,,au,,,,True
pbr,1992/059,genus,limonium,,,,au,,,,True
pbr,1992/060,upov,medic_sat,,,,au,,,,True
pbr,1992/060,genus_species,medicago sativa,,,,au,,,,True
pbr,1992/060,genus,medicago,,,,au,,,,True
pbr,1992/061,upov,rosaa,,,,au,,,,True
pbr,1992/061,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/061,genus,rosa,,,,au,,,,True
pbr,1992/062,upov,desma_vir,,,,au,,,,True
pbr,1992/062,genus_species,desmanthus virgatus,,,,au,,,,True
pbr,1992/062,genus,desmanthus,,,,au,,,,True
pbr,1992/063,upov,desma_vir,,,,au,,,,True
pbr,1992/063,genus_species,desmanthus virgatus,,,,au,,,,True
pbr,1992/063,genus,desmanthus,,,,au,,,,True
pbr,1992/064,upov,desma_vir,,,,au,,,,True
pbr,1992/064,genus_species,desmanthus virgatus,,,,au,,,,True
pbr,1992/064,genus,desmanthus,,,,au,,,,True
pbr,1992/065,upov,rosaa,,,,au,,,,True
pbr,1992/065,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/065,genus,rosa,,,,au,,,,True
pbr,1992/066,upov,prunu,,,,au,,,,True
pbr,1992/066,genus_species,prunus hybrid,,,,au,,,,True
pbr,1992/066,genus,prunus,,,,au,,,,True
pbr,1992/067,upov,pisum_sat,,,,au,,,,True
pbr,1992/067,genus_species,pisum sativum,,,,au,,,,True
pbr,1992/067,genus,pisum,,,,au,,,,True
pbr,1992/068,upov,citru_ret,,,,au,,,,True
pbr,1992/068,genus_species,citrus reticulata,,,,au,,,,True
pbr,1992/068,genus,citrus,,,,au,,,,True
pbr,1992/069,upov,gossy_hir,,,,au,,,,True
pbr,1992/069,genus_species,gossypium hirsutum,,,,au,,,,True
pbr,1992/069,genus,gossypium,,,,au,,,,True
pbr,1992/070,upov,zoysi_jap,,,,au,,,,True
pbr,1992/070,genus_species,zoysia japonica,,,,au,,,,True
pbr,1992/070,genus,zoysia,,,,au,,,,True
pbr,1992/071,upov,medic_tru,,,,au,,,,True
pbr,1992/071,genus_species,medicago truncatula,,,,au,,,,True
pbr,1992/071,genus,medicago,,,,au,,,,True
pbr,1992/072,upov,lptos,,,,au,,,,True
pbr,1992/072,genus_species,leptospermum hybrid,,,,au,,,,True
pbr,1992/072,genus,leptospermum,,,,au,,,,True
pbr,1992/073,upov,scabi_col,,,,au,,,,True
pbr,1992/073,genus_species,scabiosa columbaria,,,,au,,,,True
pbr,1992/073,genus,scabiosa,,,,au,,,,True
pbr,1992/074,upov,scabi_col,,,,au,,,,True
pbr,1992/074,genus_species,scabiosa columbaria,,,,au,,,,True
pbr,1992/074,genus,scabiosa,,,,au,,,,True
pbr,1992/075,upov,solan_tub,,,,au,,,,True
pbr,1992/075,genus_species,solanum tuberosum,,,,au,,,,True
pbr,1992/075,genus,solanum,,,,au,,,,True
pbr,1992/076,upov,loliu_per,,,,au,,,,True
pbr,1992/076,genus_species,lolium perenne,,,,au,,,,True
pbr,1992/076,genus,lolium,,,,au,,,,True
pbr,1992/077,upov,eupho_dip,,,,au,,,,True
pbr,1992/077,genus_species,euphorbia dipladenia,,,,au,,,,True
pbr,1992/077,genus,euphorbia,,,,au,,,,True
pbr,1992/078,upov,hydrn_mac,,,,au,,,,True
pbr,1992/078,genus_species,hydrangea macrophylla,,,,au,,,,True
pbr,1992/078,genus,hydrangea,,,,au,,,,True
pbr,1992/079,upov,malus_dom,,,,au,,,,True
pbr,1992/079,genus_species,malus domestica,,,,au,,,,True
pbr,1992/079,genus,malus,,,,au,,,,True
pbr,1992/080,upov,lysim_con,,,,au,,,,True
pbr,1992/080,genus_species,lysimachia congestiflora,,,,au,,,,True
pbr,1992/080,genus,lysimachia,,,,au,,,,True
pbr,1992/081,upov,plumb_aur,,,,au,,,,True
pbr,1992/081,genus_species,plumbago auriculata,,,,au,,,,True
pbr,1992/081,genus,plumbago,,,,au,,,,True
pbr,1992/082,upov,rosaa,,,,au,,,,True
pbr,1992/082,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/082,genus,rosa,,,,au,,,,True
pbr,1992/083,upov,rosaa,,,,au,,,,True
pbr,1992/083,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/083,genus,rosa,,,,au,,,,True
pbr,1992/084,upov,fraga_ana,,,,au,,,,True
pbr,1992/084,genus_species,fragaria xananassa,,,,au,,,,True
pbr,1992/084,genus,fragaria,,,,au,,,,True
pbr,1992/085,upov,fraga_ana,,,,au,,,,True
pbr,1992/085,genus_species,fragaria xananassa,,,,au,,,,True
pbr,1992/085,genus,fragaria,,,,au,,,,True
pbr,1992/086,upov,fraga_ana,,,,au,,,,True
pbr,1992/086,genus_species,fragaria xananassa,,,,au,,,,True
pbr,1992/086,genus,fragaria,,,,au,,,,True
pbr,1992/087,upov,fraga_ana,,,,au,,,,True
pbr,1992/087,genus_species,fragaria xananassa,,,,au,,,,True
pbr,1992/087,genus,fragaria,,,,au,,,,True
pbr,1992/088,upov,fraga_ana,,,,au,,,,True
pbr,1992/088,genus_species,fragaria xananassa,,,,au,,,,True
pbr,1992/088,genus,fragaria,,,,au,,,,True
pbr,1992/089,upov,fraga_ana,,,,au,,,,True
pbr,1992/089,genus_species,fragaria xananassa,,,,au,,,,True
pbr,1992/089,genus,fragaria,,,,au,,,,True
pbr,1992/090,upov,eupho_pul,,,,au,,,,True
pbr,1992/090,genus_species,euphorbia pulcherrima,,,,au,,,,True
pbr,1992/090,genus,euphorbia,,,,au,,,,True
pbr,1992/091,upov,eupho_pul,,,,au,,,,True
pbr,1992/091,genus_species,euphorbia pulcherrima,,,,au,,,,True
pbr,1992/091,genus,euphorbia,,,,au,,,,True
pbr,1992/092,upov,schlu_tru,,,,au,,,,True
pbr,1992/092,genus_species,schlumbergera truncata,,,,au,,,,True
pbr,1992/092,genus,schlumbergera,,,,au,,,,True
pbr,1992/093,upov,schlu_tru,,,,au,,,,True
pbr,1992/093,genus_species,schlumbergera truncata,,,,au,,,,True
pbr,1992/093,genus,schlumbergera,,,,au,,,,True
pbr,1992/094,upov,iberi_sem,,,,au,,,,True
pbr,1992/094,genus_species,iberis sempervirens,,,,au,,,,True
pbr,1992/094,genus,iberis,,,,au,,,,True
pbr,1992/095,upov,scaev_aem,,,,au,,,,True
pbr,1992/095,genus_species,scaevola aemula,,,,au,,,,True
pbr,1992/095,genus,scaevola,,,,au,,,,True
pbr,1992/096,upov,loliu_rig,,,,au,,,,True
pbr,1992/096,genus_species,lolium rigidum,,,,au,,,,True
pbr,1992/096,genus,lolium,,,,au,,,,True
pbr,1992/097,upov,medic_sat,,,,au,,,,True
pbr,1992/097,genus_species,medicago sativa,,,,au,,,,True
pbr,1992/097,genus,medicago,,,,au,,,,True
pbr,1992/098,upov,lotus_cor,,,,au,,,,True
pbr,1992/098,genus_species,lotus corniculatus,,,,au,,,,True
pbr,1992/098,genus,lotus,,,,au,,,,True
pbr,1992/099,upov,loliu_per,,,,au,,,,True
pbr,1992/099,genus_species,lolium perenne,,,,au,,,,True
pbr,1992/099,genus,lolium,,,,au,,,,True
pbr,1992/100,upov,rosaa,,,,au,,,,True
pbr,1992/100,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/100,genus,rosa,,,,au,,,,True
pbr,1992/101,upov,prunu_per_nuc,,,,au,,,,True
pbr,1992/101,genus_species,prunus persica var. nucipersica,,,,au,,,,True
pbr,1992/101,genus,prunus,,,,au,,,,True
pbr,1992/102,upov,prunu_per,,,,au,,,,True
pbr,1992/102,genus_species,prunus persica,,,,au,,,,True
pbr,1992/102,genus,prunus,,,,au,,,,True
pbr,1992/103,upov,cicer_ari,,,,au,,,,True
pbr,1992/103,genus_species,cicer arietinum,,,,au,,,,True
pbr,1992/103,genus,cicer,,,,au,,,,True
pbr,1992/104,upov,harde_vio,,,,au,,,,True
pbr,1992/104,genus_species,hardenbergia violacea,,,,au,,,,True
pbr,1992/104,genus,hardenbergia,,,,au,,,,True
pbr,1992/105,upov,rosaa,,,,au,,,,True
pbr,1992/105,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/105,genus,rosa,,,,au,,,,True
pbr,1992/106,upov,rosaa,,,,au,,,,True
pbr,1992/106,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/106,genus,rosa,,,,au,,,,True
pbr,1992/107,upov,rosaa,,,,au,,,,True
pbr,1992/107,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/107,genus,rosa,,,,au,,,,True
pbr,1992/108,upov,ficus_bnj,,,,au,,,,True
pbr,1992/108,genus_species,ficus benjamina,,,,au,,,,True
pbr,1992/108,genus,ficus,,,,au,,,,True
pbr,1992/109,upov,loliu_per,,,,au,,,,True
pbr,1992/109,genus_species,lolium perenne,,,,au,,,,True
pbr,1992/109,genus,lolium,,,,au,,,,True
pbr,1992/110,upov,fraga_ana,,,,au,,,,True
pbr,1992/110,genus_species,fragaria xananassa,,,,au,,,,True
pbr,1992/110,genus,fragaria,,,,au,,,,True
pbr,1992/111,upov,fraga_ana,,,,au,,,,True
pbr,1992/111,genus_species,fragaria xananassa,,,,au,,,,True
pbr,1992/111,genus,fragaria,,,,au,,,,True
pbr,1992/112,upov,fraga_ana,,,,au,,,,True
pbr,1992/112,genus_species,fragaria xananassa,,,,au,,,,True
pbr,1992/112,genus,fragaria,,,,au,,,,True
pbr,1992/113,upov,fraga_ana,,,,au,,,,True
pbr,1992/113,genus_species,fragaria xananassa,,,,au,,,,True
pbr,1992/113,genus,fragaria,,,,au,,,,True
pbr,1992/114,upov,fraga_ana,,,,au,,,,True
pbr,1992/114,genus_species,fragaria xananassa,,,,au,,,,True
pbr,1992/114,genus,fragaria,,,,au,,,,True
pbr,1992/115,upov,rosaa,,,,au,,,,True
pbr,1992/115,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/115,genus,rosa,,,,au,,,,True
pbr,1992/116,upov,rosaa,,,,au,,,,True
pbr,1992/116,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/116,genus,rosa,,,,au,,,,True
pbr,1992/117,upov,rosaa,,,,au,,,,True
pbr,1992/117,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/117,genus,rosa,,,,au,,,,True
pbr,1992/118,upov,rosaa,,,,au,,,,True
pbr,1992/118,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/118,genus,rosa,,,,au,,,,True
pbr,1992/119,upov,rosaa,,,,au,,,,True
pbr,1992/119,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/119,genus,rosa,,,,au,,,,True
pbr,1992/120,upov,rosaa,,,,au,,,,True
pbr,1992/120,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/120,genus,rosa,,,,au,,,,True
pbr,1992/121,upov,rosaa,,,,au,,,,True
pbr,1992/121,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/121,genus,rosa,,,,au,,,,True
pbr,1992/122,upov,rosaa,,,,au,,,,True
pbr,1992/122,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/122,genus,rosa,,,,au,,,,True
pbr,1992/123,upov,rosaa,,,,au,,,,True
pbr,1992/123,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/123,genus,rosa,,,,au,,,,True
pbr,1992/124,upov,rosaa,,,,au,,,,True
pbr,1992/124,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/124,genus,rosa,,,,au,,,,True
pbr,1992/125,upov,rosaa,,,,au,,,,True
pbr,1992/125,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/125,genus,rosa,,,,au,,,,True
pbr,1992/126,upov,aescm_ame,,,,au,,,,True
pbr,1992/126,genus_species,aeschynomene americana,,,,au,,,,True
pbr,1992/126,genus,aeschynomene,,,,au,,,,True
pbr,1992/127,upov,rosaa,,,,au,,,,True
pbr,1992/127,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/127,genus,rosa,,,,au,,,,True
pbr,1992/128,upov,limon_alt,,,,au,,,,True
pbr,1992/128,genus_species,limonium altaica,,,,au,,,,True
pbr,1992/128,genus,limonium,,,,au,,,,True
pbr,1992/129,upov,limon_sin,,,,au,,,,True
pbr,1992/129,genus_species,limonium sinuatum,,,,au,,,,True
pbr,1992/129,genus,limonium,,,,au,,,,True
pbr,1992/130,upov,limon_sin,,,,au,,,,True
pbr,1992/130,genus_species,limonium sinuatum,,,,au,,,,True
pbr,1992/130,genus,limonium,,,,au,,,,True
pbr,1992/131,upov,limon_sin,,,,au,,,,True
pbr,1992/131,genus_species,limonium sinuatum,,,,au,,,,True
pbr,1992/131,genus,limonium,,,,au,,,,True
pbr,1992/132,upov,limon_sin,,,,au,,,,True
pbr,1992/132,genus_species,limonium sinuatum,,,,au,,,,True
pbr,1992/132,genus,limonium,,,,au,,,,True
pbr,1992/133,upov,limon_sin,,,,au,,,,True
pbr,1992/133,genus_species,limonium sinuatum,,,,au,,,,True
pbr,1992/133,genus,limonium,,,,au,,,,True
pbr,1992/134,upov,agert_lig,,,,au,,,,True
pbr,1992/134,genus_species,eupatorium ligustrinum,,,,au,,,,True
pbr,1992/134,genus,eupatorium,,,,au,,,,True
pbr,1992/135,upov,rosaa,,,,au,,,,True
pbr,1992/135,genus_species,rosa hybrid,,,,au,,,,True
pbr,1992/135,genus,rosa,,,,au,,,,True
pbr,1992/136,upov,boute_dac,,,,au,,,,True
